DATE,W5000
5/11/05,40.3
5/12/05,39.89
5/13/05,39.69
5/16/05,40.11
5/17/05,40.38
5/18/05,40.85
5/19/05,41.04
5/20/05,41
5/23/05,41.18
5/24/05,41.2
5/25/05,41.02
5/26/05,41.31
5/27/05,41.4
5/30/05,.
5/31/05,41.21
6/1/05,41.6
6/2/05,41.7
6/3/05,41.42
6/6/05,41.5
6/7/05,41.5
6/8/05,41.39
6/9/05,41.63
6/10/05,41.55
6/13/05,41.67
6/14/05,41.8
6/15/05,41.9
6/16/05,42.1
6/17/05,42.26
6/20/05,42.23
6/21/05,42.15
6/22/05,42.18
6/23/05,41.75
6/24/05,41.46
6/27/05,41.43
6/28/05,41.86
6/29/05,41.83
6/30/05,41.58
7/1/05,41.73
7/4/05,.
7/5/05,42.12
7/6/05,41.82
7/7/05,41.93
7/8/05,42.44
7/11/05,42.74
7/12/05,42.83
7/13/05,42.83
7/14/05,42.87
7/15/05,42.93
7/18/05,42.71
7/19/05,43.05
7/20/05,43.28
7/21/05,42.96
7/22/05,43.23
7/25/05,43.04
7/26/05,43.14
7/27/05,43.32
7/28/05,43.61
7/29/05,43.33
8/1/05,43.4
8/2/05,43.71
8/3/05,43.7
8/4/05,43.35
8/5/05,42.98
8/8/05,42.82
8/9/05,43.06
8/10/05,43.02
8/11/05,43.33
8/12/05,43.09
8/15/05,43.22
8/16/05,42.71
8/17/05,42.73
8/18/05,42.67
8/19/05,42.7
8/22/05,42.79
8/23/05,42.67
8/24/05,42.46
8/25/05,42.55
8/26/05,42.27
8/29/05,42.54
8/30/05,42.42
8/31/05,42.9
9/1/05,42.96
9/2/05,42.81
9/5/05,.
9/6/05,43.34
9/7/05,43.47
9/8/05,43.3
9/9/05,43.62
9/12/05,43.62
9/13/05,43.29
9/14/05,43.11
9/15/05,43.12
9/16/05,43.42
9/19/05,43.19
9/20/05,42.86
9/21/05,42.42
9/22/05,42.55
9/23/05,42.62
9/26/05,42.69
9/27/05,42.68
9/28/05,42.7
9/29/05,43.1
9/30/05,43.2
10/3/05,43.2
10/4/05,42.78
10/5/05,42.09
10/6/05,41.87
10/7/05,42.04
10/10/05,41.74
10/11/05,41.61
10/12/05,41.28
10/13/05,41.24
10/14/05,41.63
10/17/05,41.76
10/18/05,41.33
10/19/05,41.93
10/20/05,41.33
10/21/05,41.49
10/24/05,42.2
10/25/05,42.09
10/26/05,41.9
10/27/05,41.38
10/28/05,42.04
10/31/05,42.45
11/1/05,42.34
11/2/05,42.83
11/3/05,43.01
11/4/05,43.02
11/7/05,43.14
11/8/05,42.98
11/9/05,43.07
11/10/05,43.42
11/11/05,43.55
11/14/05,43.52
11/15/05,43.31
11/16/05,43.37
11/17/05,43.85
11/18/05,44.04
11/21/05,44.3
11/22/05,44.54
11/23/05,44.69
11/24/05,.
11/25/05,44.77
11/28/05,44.32
11/29/05,44.34
11/30/05,44.16
12/1/05,44.74
12/2/05,44.76
12/5/05,44.62
12/6/05,44.68
12/7/05,44.47
12/8/05,44.47
12/9/05,44.6
12/12/05,44.65
12/13/05,44.84
12/14/05,45.01
12/15/05,44.9
12/16/05,44.78
12/19/05,44.45
12/20/05,44.46
12/21/05,44.62
12/22/05,44.83
12/23/05,44.87
12/26/05,.
12/27/05,44.43
12/28/05,44.53
12/29/05,44.41
12/30/05,44.2
1/2/06,.
1/3/06,44.9
1/4/06,45.11
1/5/06,45.14
1/6/06,45.58
1/9/06,45.79
1/10/06,45.84
1/11/06,45.97
1/12/06,45.68
1/13/06,45.74
1/16/06,.
1/17/06,45.57
1/18/06,45.41
1/19/06,45.72
1/20/06,44.93
1/23/06,45.03
1/24/06,45.24
1/25/06,45.13
1/26/06,45.5
1/27/06,45.82
1/30/06,45.87
1/31/06,45.78
2/1/06,45.83
2/2/06,45.44
2/3/06,45.21
2/6/06,45.28
2/7/06,44.86
2/8/06,45.19
2/9/06,45.11
2/10/06,45.19
2/13/06,44.99
2/14/06,45.42
2/15/06,45.61
2/16/06,45.97
2/17/06,45.91
2/20/06,.
2/21/06,45.76
2/22/06,46.1
2/23/06,45.97
2/24/06,46.07
2/27/06,46.25
2/28/06,45.76
3/1/06,46.18
3/2/06,46.13
3/3/06,46.06
3/6/06,45.74
3/7/06,45.55
3/8/06,45.62
3/9/06,45.41
3/10/06,45.73
3/13/06,45.84
3/14/06,46.31
3/15/06,46.54
3/16/06,46.61
3/17/06,46.71
3/20/06,46.66
3/21/06,46.34
3/22/06,46.64
3/23/06,46.57
3/24/06,46.68
3/27/06,46.64
3/28/06,46.4
3/29/06,46.82
3/30/06,46.75
3/31/06,46.65
4/3/06,46.67
4/4/06,46.93
4/5/06,47.14
4/6/06,47.08
4/7/06,46.61
4/10/06,46.6
4/11/06,46.22
4/12/06,46.3
4/13/06,46.36
4/14/06,.
4/17/06,46.25
4/18/06,47.05
4/19/06,47.24
4/20/06,47.25
4/21/06,47.23
4/24/06,47.09
4/25/06,46.89
4/26/06,46.99
4/27/06,47.1
4/28/06,47.14
5/1/06,46.97
5/2/06,47.23
5/3/06,47.09
5/4/06,47.29
5/5/06,47.78
5/8/06,47.78
5/9/06,47.78
5/10/06,47.71
5/11/06,47.06
5/12/06,46.47
5/15/06,46.49
5/16/06,46.43
5/17/06,45.67
5/18/06,45.35
5/19/06,45.54
5/22/06,45.29
5/23/06,45.1
5/24/06,45.13
5/25/06,45.7
5/26/06,45.98
5/29/06,.
5/30/06,45.24
5/31/06,45.67
6/1/06,46.27
6/2/06,46.36
6/5/06,45.5
6/6/06,45.37
6/7/06,45.1
6/8/06,45.11
6/9/06,44.93
6/12/06,44.26
6/13/06,43.76
6/14/06,43.97
6/15/06,45.01
6/16/06,44.83
6/19/06,44.38
6/20/06,44.34
6/21/06,44.85
6/22/06,44.64
6/23/06,44.68
6/26/06,44.91
6/27/06,44.48
6/28/06,44.7
6/29/06,45.74
6/30/06,45.76
7/3/06,46.1
7/4/06,.
7/5/06,45.72
7/6/06,45.82
7/7/06,45.46
7/10/06,45.49
7/11/06,45.68
7/12/06,45.17
7/13/06,44.53
7/14/06,44.27
7/17/06,44.17
7/18/06,44.25
7/19/06,45.12
7/20/06,44.62
7/21/06,44.21
7/24/06,45
7/25/06,45.33
7/26/06,45.28
7/27/06,45.03
7/28/06,45.62
7/31/06,45.59
8/1/06,45.32
8/2/06,45.61
8/3/06,45.74
8/4/06,45.69
8/7/06,45.53
8/8/06,45.33
8/9/06,45.1
8/10/06,45.32
8/11/06,45.11
8/14/06,45.17
8/15/06,45.83
8/16/06,46.26
8/17/06,46.33
8/18/06,46.48
8/21/06,46.28
8/22/06,46.33
8/23/06,46.07
8/24/06,46.15
8/25/06,46.13
8/28/06,46.4
8/29/06,46.55
8/30/06,46.63
8/31/06,46.66
9/1/06,46.9
9/4/06,.
9/5/06,47.02
9/6/06,46.49
9/7/06,46.27
9/8/06,46.42
9/11/06,46.41
9/12/06,46.96
9/13/06,47.19
9/14/06,47.11
9/15/06,47.23
9/18/06,47.26
9/19/06,47.14
9/20/06,47.4
9/21/06,47.14
9/22/06,46.97
9/25/06,47.37
9/26/06,47.72
9/27/06,47.78
9/28/06,47.87
9/29/06,47.73
10/2/06,47.53
10/3/06,47.59
10/4/06,48.2
10/5/06,48.43
10/6/06,48.28
10/9/06,48.38
10/10/06,48.5
10/11/06,48.36
10/12/06,48.87
10/13/06,49.01
10/16/06,49.2
10/17/06,48.99
10/18/06,49.04
10/19/06,49.11
10/20/06,49.09
10/23/06,49.38
10/24/06,49.4
10/25/06,49.58
10/26/06,49.91
10/27/06,49.47
10/30/06,49.52
10/31/06,49.5
11/1/06,49.08
11/2/06,49.05
11/3/06,49
11/6/06,49.58
11/7/06,49.68
11/8/06,49.84
11/9/06,49.58
11/10/06,49.72
11/13/06,49.86
11/14/06,50.24
11/15/06,50.43
11/16/06,50.51
11/17/06,50.54
11/20/06,50.56
11/21/06,50.68
11/22/06,50.82
11/23/06,.
11/24/06,50.69
11/27/06,49.91
11/28/06,50.07
11/29/06,50.57
11/30/06,50.65
12/1/06,50.51
12/4/06,51.01
12/5/06,51.21
12/6/06,51.17
12/7/06,50.96
12/8/06,51.04
12/11/06,51.13
12/12/06,51.04
12/13/06,51.1
12/14/06,51.51
12/15/06,51.54
12/18/06,51.3
12/19/06,51.38
12/20/06,51.34
12/21/06,51.15
12/22/06,50.92
12/25/06,.
12/26/06,51.14
12/27/06,51.54
12/28/06,51.46
12/29/06,51.22
1/1/07,.
1/2/07,.
1/3/07,51.19
1/4/07,51.27
1/5/07,50.9
1/8/07,51.03
1/9/07,51.05
1/10/07,51.19
1/11/07,51.58
1/12/07,51.85
1/15/07,.
1/16/07,51.88
1/17/07,51.83
1/18/07,51.59
1/19/07,51.79
1/22/07,51.51
1/23/07,51.74
1/24/07,52.19
1/25/07,51.62
1/26/07,51.61
1/29/07,51.63
1/30/07,51.92
1/31/07,52.26
2/1/07,52.57
2/2/07,52.67
2/5/07,52.61
2/6/07,52.69
2/7/07,52.83
2/8/07,52.78
2/9/07,52.38
2/12/07,52.19
2/13/07,52.59
2/14/07,52.97
2/15/07,53.04
2/16/07,53.05
2/19/07,.
2/20/07,53.28
2/21/07,53.24
2/22/07,53.22
2/23/07,53.05
2/26/07,52.96
2/27/07,51.17
2/28/07,51.42
3/1/07,51.3
3/2/07,50.66
3/5/07,50.08
3/6/07,50.9
3/7/07,50.8
3/8/07,51.16
3/9/07,51.23
3/12/07,51.39
3/13/07,50.36
3/14/07,50.65
3/15/07,50.89
3/16/07,50.68
3/19/07,51.24
3/20/07,51.58
3/21/07,52.43
3/22/07,52.44
3/23/07,52.5
3/26/07,52.52
3/27/07,52.2
3/28/07,51.84
3/29/07,52
3/30/07,51.98
4/2/07,52.12
4/3/07,52.61
4/4/07,52.66
4/5/07,52.84
4/6/07,.
4/9/07,52.87
4/10/07,53
4/11/07,52.67
4/12/07,53
4/13/07,53.19
4/16/07,53.75
4/17/07,53.82
4/18/07,53.82
4/19/07,53.7
4/20/07,54.18
4/23/07,54.09
4/24/07,54.05
4/25/07,54.55
4/26/07,54.55
4/27/07,54.5
4/30/07,53.99
5/1/07,54.1
5/2/07,54.54
5/3/07,54.75
5/4/07,54.88
5/7/07,54.99
5/8/07,54.92
5/9/07,55.14
5/10/07,54.37
5/11/07,54.91
5/14/07,54.76
5/15/07,54.61
5/16/07,55.04
5/17/07,54.99
5/18/07,55.34
5/21/07,55.52
5/22/07,55.59
5/23/07,55.5
5/24/07,54.9
5/25/07,55.22
5/28/07,.
5/29/07,55.39
5/30/07,55.86
5/31/07,55.94
6/1/07,56.2
6/4/07,56.33
6/5/07,56.02
6/6/07,55.52
6/7/07,54.54
6/8/07,55.13
6/11/07,55.18
6/12/07,54.6
6/13/07,55.38
6/14/07,55.65
6/15/07,56.05
6/18/07,55.99
6/19/07,56.08
6/20/07,55.36
6/21/07,55.68
6/22/07,55.05
6/25/07,54.82
6/26/07,54.64
6/27/07,55.17
6/28/07,55.18
6/29/07,55.09
7/2/07,55.7
7/3/07,55.9
7/4/07,.
7/5/07,55.97
7/6/07,56.19
7/9/07,56.25
7/10/07,55.45
7/11/07,55.75
7/12/07,56.73
7/13/07,56.9
7/16/07,56.74
7/17/07,56.74
7/18/07,56.62
7/19/07,56.89
7/20/07,56.2
7/23/07,56.39
7/24/07,55.25
7/25/07,55.43
7/26/07,54.15
7/27/07,53.33
7/30/07,53.85
7/31/07,53.23
8/1/07,53.5
8/2/07,53.78
8/3/07,52.34
8/6/07,53.4
8/7/07,53.76
8/8/07,54.58
8/9/07,53.12
8/10/07,53.12
8/13/07,53.1
8/14/07,52.12
8/15/07,51.35
8/16/07,51.52
8/17/07,52.75
8/20/07,52.8
8/21/07,52.9
8/22/07,53.55
8/23/07,53.45
8/24/07,54.09
8/27/07,53.63
8/28/07,52.38
8/29/07,53.52
8/30/07,53.31
8/31/07,53.93
9/3/07,.
9/4/07,54.51
9/5/07,53.95
9/6/07,54.17
9/7/07,53.26
9/10/07,53.11
9/11/07,53.82
9/12/07,53.81
9/13/07,54.2
9/14/07,54.27
9/17/07,53.95
9/18/07,55.52
9/19/07,55.89
9/20/07,55.53
9/21/07,55.78
9/24/07,55.5
9/25/07,55.47
9/26/07,55.79
9/27/07,56.06
9/28/07,55.88
10/1/07,56.66
10/2/07,56.73
10/3/07,56.45
10/4/07,56.58
10/5/07,57.22
10/8/07,57.06
10/9/07,57.52
10/10/07,57.5
10/11/07,57.17
10/12/07,57.47
10/15/07,56.95
10/16/07,56.58
10/17/07,56.7
10/18/07,56.66
10/19/07,55.24
10/22/07,55.5
10/23/07,56.01
10/24/07,55.83
10/25/07,55.73
10/26/07,56.49
10/29/07,56.73
10/30/07,56.37
10/31/07,57.07
11/1/07,55.58
11/2/07,55.61
11/5/07,55.27
11/6/07,55.93
11/7/07,54.39
11/8/07,54.38
11/9/07,53.6
11/12/07,53
11/13/07,54.5
11/14/07,54.15
11/15/07,53.47
11/16/07,53.7
11/19/07,52.74
11/20/07,52.89
11/21/07,52.11
11/22/07,.
11/23/07,52.95
11/26/07,51.82
11/27/07,52.52
11/28/07,54.06
11/29/07,54.08
11/30/07,54.48
12/3/07,54.18
12/4/07,53.83
12/5/07,54.62
12/6/07,55.5
12/7/07,55.47
12/10/07,55.9
12/11/07,54.48
12/12/07,54.75
12/13/07,54.78
12/14/07,54.02
12/17/07,53.15
12/18/07,53.5
12/19/07,53.48
12/20/07,53.82
12/21/07,54.72
12/24/07,55.2
12/25/07,.
12/26/07,55.26
12/27/07,54.44
12/28/07,54.49
12/31/07,54.16
1/1/08,.
1/2/08,53.41
1/3/08,53.32
1/4/08,51.94
1/7/08,52.01
1/8/08,51.05
1/9/08,51.63
1/10/08,52.09
1/11/08,51.35
1/14/08,51.88
1/15/08,50.62
1/16/08,50.37
1/17/08,48.97
1/18/08,48.67
1/21/08,.
1/22/08,48.24
1/23/08,49.28
1/24/08,49.77
1/25/08,49.1
1/28/08,49.96
1/29/08,50.26
1/30/08,49.96
1/31/08,50.85
2/1/08,51.56
2/4/08,51.06
2/5/08,49.53
2/6/08,49.12
2/7/08,49.53
2/8/08,49.37
2/11/08,49.66
2/12/08,49.97
2/13/08,50.71
2/14/08,50.02
2/15/08,50.01
2/18/08,.
2/19/08,49.99
2/20/08,50.41
2/21/08,49.75
2/22/08,50.07
2/25/08,50.82
2/26/08,51.18
2/27/08,51.12
2/28/08,50.65
2/29/08,49.33
3/3/08,49.32
3/4/08,49.12
3/5/08,49.42
3/6/08,48.29
3/7/08,47.88
3/10/08,47.04
3/11/08,48.74
3/12/08,48.36
3/13/08,48.69
3/14/08,47.68
3/17/08,47.08
3/18/08,49.02
3/19/08,47.85
3/20/08,48.95
3/21/08,.
3/24/08,49.81
3/25/08,50.01
3/26/08,49.62
3/27/08,49.07
3/28/08,48.67
3/31/08,48.95
4/1/08,50.62
4/2/08,50.59
4/3/08,50.69
4/4/08,50.77
4/7/08,50.85
4/8/08,50.66
4/9/08,50.17
4/10/08,50.45
4/11/08,49.44
4/14/08,49.27
4/15/08,49.51
4/16/08,50.66
4/17/08,50.63
4/18/08,51.51
4/21/08,51.43
4/22/08,50.95
4/23/08,51.08
4/24/08,51.41
4/25/08,51.78
4/28/08,51.78
4/29/08,51.58
4/30/08,51.43
5/1/08,52.28
5/2/08,52.39
5/5/08,52.21
5/6/08,52.61
5/7/08,51.74
5/8/08,51.94
5/9/08,51.65
5/12/08,52.21
5/13/08,52.28
5/14/08,52.47
5/15/08,53.02
5/16/08,53.1
5/19/08,53.1
5/20/08,52.68
5/21/08,51.85
5/22/08,52.02
5/23/08,51.38
5/26/08,.
5/27/08,51.77
5/28/08,52.04
5/29/08,52.36
5/30/08,52.53
6/2/08,52.03
6/3/08,51.8
6/4/08,51.82
6/5/08,52.84
6/6/08,51.32
6/9/08,51.29
6/10/08,51.12
6/11/08,50.28
6/12/08,50.43
6/13/08,51.21
6/16/08,51.31
6/17/08,51.03
6/18/08,50.54
6/19/08,50.74
6/20/08,49.84
6/23/08,49.77
6/24/08,49.49
6/25/08,49.81
6/26/08,48.42
6/27/08,48.26
6/30/08,48.23
7/1/08,48.36
7/2/08,47.39
7/3/08,47.29
7/4/08,.
7/7/08,46.88
7/8/08,47.75
7/9/08,46.73
7/10/08,47.05
7/11/08,46.65
7/14/08,46.21
7/15/08,45.74
7/16/08,46.9
7/17/08,47.45
7/18/08,47.42
7/21/08,47.52
7/22/08,48.18
7/23/08,48.32
7/24/08,47.16
7/25/08,47.4
7/28/08,46.57
7/29/08,47.64
7/30/08,48.39
7/31/08,47.83
8/1/08,47.61
8/4/08,47.06
8/5/08,48.3
8/6/08,48.54
8/7/08,47.7
8/8/08,48.78
8/11/08,49.2
8/12/08,48.67
8/13/08,48.62
8/14/08,48.92
8/15/08,49.09
8/18/08,48.38
8/19/08,47.91
8/20/08,48.17
8/21/08,48.24
8/22/08,48.79
8/25/08,47.85
8/26/08,48.02
8/27/08,48.45
8/28/08,49.19
8/29/08,48.58
9/1/08,.
9/2/08,48.36
9/3/08,48.24
9/4/08,46.86
9/5/08,47.04
9/8/08,47.87
9/9/08,46.21
9/10/08,46.56
9/11/08,47.11
9/12/08,47.3
9/15/08,45.15
9/16/08,45.94
9/17/08,43.81
9/18/08,45.78
9/19/08,47.75
9/22/08,45.82
9/23/08,45.12
9/24/08,44.97
9/25/08,45.74
9/26/08,45.78
9/29/08,41.98
9/30/08,44.03
10/1/08,43.79
10/2/08,41.89
10/3/08,41.25
10/6/08,39.57
10/7/08,37.3
10/8/08,36.83
10/9/08,34.09
10/10/08,33.85
10/13/08,37.71
10/14/08,37.35
10/15/08,34
10/16/08,35.44
10/17/08,35.31
10/20/08,36.91
10/21/08,35.82
10/22/08,33.71
10/23/08,33.82
10/24/08,32.69
10/27/08,31.56
10/28/08,34.68
10/29/08,34.58
10/30/08,35.6
10/31/08,36.28
11/3/08,36.21
11/4/08,37.53
11/5/08,35.61
11/6/08,33.88
11/7/08,34.79
11/10/08,34.28
11/11/08,33.5
11/12/08,31.75
11/13/08,33.93
11/14/08,32.45
11/17/08,31.66
11/18/08,31.88
11/19/08,29.83
11/20/08,27.81
11/21/08,29.51
11/24/08,31.42
11/25/08,31.72
11/26/08,32.98
11/27/08,.
11/28/08,33.32
12/1/08,30.28
12/2/08,31.5
12/3/08,32.33
12/4/08,31.38
12/5/08,32.57
12/8/08,33.84
12/9/08,33.07
12/10/08,33.52
12/11/08,32.47
12/12/08,32.82
12/15/08,32.32
12/16/08,34.01
12/17/08,33.82
12/18/08,33.15
12/19/08,33.29
12/22/08,32.65
12/23/08,32.37
12/24/08,32.52
12/25/08,.
12/26/08,32.73
12/29/08,32.53
12/30/08,33.35
12/31/08,33.94
1/1/09,.
1/2/09,34.98
1/5/09,34.9
1/6/09,35.25
1/7/09,34.2
1/8/09,34.36
1/9/09,33.58
1/12/09,32.78
1/13/09,32.9
1/14/09,31.77
1/15/09,31.91
1/16/09,32.16
1/19/09,.
1/20/09,30.4
1/21/09,31.72
1/22/09,31.17
1/23/09,31.35
1/26/09,31.52
1/27/09,31.87
1/28/09,32.96
1/29/09,31.86
1/30/09,31.17
2/2/09,31.21
2/3/09,31.65
2/4/09,31.47
2/5/09,31.98
2/6/09,32.89
2/9/09,32.91
2/10/09,31.37
2/11/09,31.62
2/12/09,31.71
2/13/09,31.42
2/16/09,.
2/17/09,30.03
2/18/09,29.94
2/19/09,29.58
2/20/09,29.26
2/23/09,28.23
2/24/09,29.38
2/25/09,29.04
2/26/09,28.59
2/27/09,28.05
3/2/09,26.69
3/3/09,26.51
3/4/09,27.16
3/5/09,26
3/6/09,26.04
3/9/09,25.76
3/10/09,27.43
3/11/09,27.5
3/12/09,28.66
3/13/09,28.84
3/16/09,28.67
3/17/09,29.6
3/18/09,30.25
3/19/09,29.93
3/20/09,29.32
3/23/09,31.38
3/24/09,30.7
3/25/09,31.03
3/26/09,31.87
3/27/09,31.16
3/30/09,30.09
3/31/09,30.51
4/1/09,31
4/2/09,31.97
4/3/09,32.34
4/6/09,32.04
4/7/09,31.23
4/8/09,31.64
4/9/09,32.91
4/10/09,.
4/13/09,33
4/14/09,32.31
4/15/09,32.71
4/16/09,33.27
4/17/09,33.46
4/20/09,31.98
4/21/09,32.72
4/22/09,32.52
4/23/09,32.75
4/24/09,33.36
4/27/09,33
4/28/09,32.95
4/29/09,33.76
4/30/09,33.75
5/1/09,33.89
5/4/09,35.07
5/5/09,34.95
5/6/09,35.46
5/7/09,34.93
5/8/09,35.83
5/11/09,35.1
5/12/09,34.98
5/13/09,33.94
5/14/09,34.33
5/15/09,33.96
5/18/09,35.06
5/19/09,35.02
5/20/09,34.86
5/21/09,34.28
5/22/09,34.22
5/25/09,.
5/26/09,35.18
5/27/09,34.55
5/28/09,35.02
5/29/09,35.52
6/1/09,36.49
6/2/09,36.6
6/3/09,36.09
6/4/09,36.53
6/5/09,36.46
6/8/09,36.38
6/9/09,36.55
6/10/09,36.42
6/11/09,36.64
6/12/09,36.66
6/15/09,35.77
6/16/09,35.29
6/17/09,35.23
6/18/09,35.49
6/19/09,35.63
6/22/09,34.5
6/23/09,34.54
6/24/09,34.82
6/25/09,35.57
6/26/09,35.6
6/29/09,35.89
6/30/09,35.63
7/1/09,35.83
7/2/09,34.79
7/3/09,.
7/6/09,34.79
7/7/09,34.1
7/8/09,34.03
7/9/09,34.16
7/10/09,34.05
7/13/09,34.88
7/14/09,35.09
7/15/09,36.15
7/16/09,36.5
7/17/09,36.46
7/20/09,36.92
7/21/09,37.02
7/22/09,37.05
7/23/09,37.94
7/24/09,38.08
7/27/09,38.2
7/28/09,38.11
7/29/09,37.91
7/30/09,38.4
7/31/09,38.42
8/3/09,39.06
8/4/09,39.21
8/5/09,39.11
8/6/09,38.85
8/7/09,39.43
8/10/09,39.3
8/11/09,38.8
8/12/09,39.26
8/13/09,39.55
8/14/09,39.16
8/17/09,38.17
8/18/09,38.61
8/19/09,38.87
8/20/09,39.29
8/21/09,40.02
8/24/09,39.99
8/25/09,40.09
8/26/09,40.1
8/27/09,40.2
8/28/09,40.14
8/31/09,39.79
9/1/09,38.9
9/2/09,38.78
9/3/09,39.15
9/4/09,39.66
9/7/09,.
9/8/09,40.04
9/9/09,40.41
9/10/09,40.85
9/11/09,40.82
9/14/09,41.09
9/15/09,41.26
9/16/09,41.93
9/17/09,41.8
9/18/09,41.89
9/21/09,41.77
9/22/09,42.08
9/23/09,41.63
9/24/09,41.17
9/25/09,40.91
9/28/09,41.67
9/29/09,41.61
9/30/09,41.45
10/1/09,40.35
10/2/09,40.15
10/5/09,40.77
10/6/09,41.35
10/7/09,41.47
10/8/09,41.82
10/9/09,42.07
10/12/09,42.23
10/13/09,42.12
10/14/09,42.86
10/15/09,43.01
10/16/09,42.65
10/19/09,43.06
10/20/09,42.75
10/21/09,42.37
10/22/09,42.82
10/23/09,42.28
10/26/09,41.77
10/27/09,41.55
10/28/09,40.63
10/29/09,41.55
10/30/09,40.39
11/2/09,40.6
11/3/09,40.8
11/4/09,40.8
11/5/09,41.65
11/6/09,41.72
11/9/09,42.65
11/10/09,42.62
11/11/09,42.86
11/12/09,42.37
11/13/09,42.64
11/16/09,43.31
11/17/09,43.36
11/18/09,43.33
11/19/09,42.71
11/20/09,42.57
11/23/09,43.12
11/24/09,43.08
11/25/09,43.28
11/26/09,.
11/27/09,42.52
11/30/09,42.68
12/1/09,43.22
12/2/09,43.3
12/3/09,42.93
12/4/09,43.24
12/7/09,43.16
12/8/09,42.74
12/9/09,42.88
12/10/09,43.09
12/11/09,43.29
12/14/09,43.65
12/15/09,43.44
12/16/09,43.54
12/17/09,43.04
12/18/09,43.32
12/21/09,43.78
12/22/09,43.97
12/23/09,44.14
12/24/09,44.38
12/25/09,.
12/28/09,44.41
12/29/09,44.36
12/30/09,44.36
12/31/09,43.92
1/1/10,.
1/4/10,44.66
1/5/10,44.8
1/6/10,44.86
1/7/10,45.04
1/8/10,45.19
1/11/10,45.25
1/12/10,44.78
1/13/10,45.18
1/14/10,45.29
1/15/10,44.79
1/18/10,.
1/19/10,45.37
1/20/10,44.91
1/21/10,44.12
1/22/10,43.17
1/25/10,43.34
1/26/10,43.15
1/27/10,43.37
1/28/10,42.86
1/29/10,42.43
2/1/10,43.03
2/2/10,43.56
2/3/10,43.34
2/4/10,41.96
2/5/10,42.09
2/8/10,41.75
2/9/10,42.29
2/10/10,42.21
2/11/10,42.69
2/12/10,42.68
2/15/10,.
2/16/10,43.44
2/17/10,43.66
2/18/10,43.93
2/19/10,44.04
2/22/10,44.02
2/23/10,43.48
2/24/10,43.88
2/25/10,43.84
2/26/10,43.9
3/1/10,44.42
3/2/10,44.57
3/3/10,44.6
3/4/10,44.76
3/5/10,45.41
3/8/10,45.44
3/9/10,45.53
3/10/10,45.78
3/11/10,45.97
3/12/10,45.98
3/15/10,45.96
3/16/10,46.33
3/17/10,46.6
3/18/10,46.55
3/19/10,46.25
3/22/10,46.55
3/23/10,46.9
3/24/10,46.64
3/25/10,46.52
3/26/10,46.54
3/29/10,46.82
3/30/10,46.84
3/31/10,46.67
4/1/10,47.03
4/2/10,.
4/5/10,47.49
4/6/10,47.6
4/7/10,47.35
4/8/10,47.49
4/9/10,47.82
4/12/10,47.92
4/13/10,47.97
4/14/10,48.56
4/15/10,48.59
4/16/10,47.83
4/19/10,47.96
4/20/10,48.4
4/21/10,48.4
4/22/10,48.6
4/23/10,48.96
4/26/10,48.77
4/27/10,47.62
4/28/10,47.88
4/29/10,48.55
4/30/10,47.7
5/3/10,48.36
5/4/10,47.15
5/5/10,46.77
5/6/10,45.22
5/7/10,44.44
5/10/10,46.46
5/11/10,46.38
5/12/10,47.14
5/13/10,46.61
5/14/10,45.7
5/17/10,45.74
5/18/10,45.08
5/19/10,44.79
5/20/10,42.98
5/21/10,43.63
5/24/10,43.1
5/25/10,43.1
5/26/10,42.96
5/27/10,44.46
5/28/10,43.92
5/31/10,.
6/1/10,43.08
6/2/10,44.21
6/3/10,44.45
6/4/10,42.86
6/7/10,42.2
6/8/10,42.58
6/9/10,42.41
6/10/10,43.68
6/11/10,43.95
6/14/10,43.94
6/15/10,44.98
6/16/10,44.92
6/17/10,44.96
6/18/10,45
6/21/10,44.79
6/22/10,44.04
6/23/10,43.93
6/24/10,43.19
6/25/10,43.42
6/28/10,43.32
6/29/10,41.92
6/30/10,41.52
7/1/10,41.37
7/2/10,41.15
7/5/10,.
7/6/10,41.27
7/7/10,42.6
7/8/10,43.02
7/9/10,43.38
7/12/10,43.33
7/13/10,44.1
7/14/10,44.08
7/15/10,44.08
7/16/10,42.78
7/19/10,43.03
7/20/10,43.58
7/21/10,43.01
7/22/10,44.04
7/23/10,44.49
7/26/10,45.04
7/27/10,44.93
7/28/10,44.57
7/29/10,44.41
7/30/10,44.45
8/2/10,45.38
8/3/10,45.13
8/4/10,45.47
8/5/10,45.36
8/6/10,45.2
8/9/10,45.47
8/10/10,45.11
8/11/10,43.79
8/12/10,43.58
8/13/10,43.38
8/16/10,43.43
8/17/10,44.01
8/18/10,44.1
8/19/10,43.33
8/20/10,43.2
8/23/10,42.99
8/24/10,42.37
8/25/10,42.56
8/26/10,42.24
8/27/10,43.01
8/30/10,42.35
8/31/10,42.37
9/1/10,43.65
9/2/10,44.08
9/3/10,44.67
9/6/10,.
9/7/10,44.13
9/8/10,44.41
9/9/10,44.59
9/10/10,44.8
9/13/10,45.38
9/14/10,45.34
9/15/10,45.51
9/16/10,45.46
9/17/10,45.54
9/20/10,46.28
9/21/10,46.12
9/22/10,45.88
9/23/10,45.5
9/24/10,46.51
9/27/10,46.29
9/28/10,46.56
9/29/10,46.49
9/30/10,46.37
10/1/10,46.57
10/4/10,46.18
10/5/10,47.15
10/6/10,47.08
