DATE,W5000
5/3/18,122.97
5/4/18,124.55
5/7/18,125.07
5/8/18,125.13
5/9/18,126.27
5/10/18,127.35
5/11/18,127.57
5/14/18,127.62
5/15/18,126.9
5/16/18,127.52
5/17/18,127.55
5/18/18,127.28
5/21/18,128.2
5/22/18,127.7
5/23/18,128.09
5/24/18,127.85
5/25/18,127.59
5/28/18,.
5/29/18,126.37
5/30/18,128.04
5/31/18,127.18
6/1/18,128.49
6/4/18,129.13
6/5/18,129.33
6/6/18,130.4
6/7/18,130.26
6/8/18,130.67
6/11/18,130.85
6/12/18,131.17
6/13/18,130.66
6/14/18,131.07
6/15/18,130.95
6/18/18,130.88
6/19/18,130.4
6/20/18,130.75
6/21/18,129.83
6/22/18,130.02
6/25/18,128.13
6/26/18,128.5
6/27/18,127.23
6/28/18,127.99
6/29/18,128.11
7/2/18,128.53
7/3/18,128.03
7/4/18,.
7/5/18,129.16
7/6/18,130.29
7/9/18,131.43
7/10/18,131.72
7/11/18,130.82
7/12/18,131.98
7/13/18,132.1
7/16/18,131.88
7/17/18,132.43
7/18/18,132.78
7/19/18,132.44
7/20/18,132.25
7/23/18,132.45
7/24/18,132.71
7/25/18,133.82
7/26/18,133.53
7/27/18,132.42
7/30/18,131.57
7/31/18,132.31
8/1/18,132.18
8/2/18,133.07
8/3/18,133.52
8/6/18,134.15
8/7/18,134.51
8/8/18,134.47
8/9/18,134.45
8/10/18,133.66
8/13/18,133.05
8/14/18,133.97
8/15/18,132.82
8/16/18,133.94
8/17/18,134.4
8/20/18,134.78
8/21/18,135.17
8/22/18,135.23
8/23/18,134.97
8/24/18,135.8
8/27/18,136.76
8/28/18,136.77
8/29/18,137.5
8/30/18,136.95
8/31/18,137.04
9/3/18,.
9/4/18,136.84
9/5/18,136.35
9/6/18,135.8
9/7/18,135.49
9/10/18,135.82
9/11/18,136.33
9/12/18,136.4
9/13/18,137.01
9/14/18,137.15
9/17/18,136.23
9/18/18,136.95
9/19/18,136.98
9/20/18,138.04
9/21/18,137.86
9/24/18,137.36
9/25/18,137.3
9/26/18,136.72
9/27/18,137.11
9/28/18,137.15
10/1/18,137.35
10/2/18,137.05
10/3/18,137.31
10/4/18,136.04
10/5/18,135.22
10/8/18,135.05
10/9/18,134.84
10/10/18,130.44
10/11/18,127.88
10/12/18,129.57
10/15/18,129.02
10/16/18,131.91
10/17/18,131.79
10/18/18,129.83
10/19/18,129.57
10/22/18,129.04
10/23/18,128.29
10/24/18,124.2
10/25/18,126.56
10/26/18,124.43
10/29/18,123.54
10/30/18,125.55
10/31/18,126.97
11/1/18,128.57
11/2/18,127.88
11/5/18,128.46
11/6/18,129.21
11/7/18,131.87
11/8/18,131.53
11/9/18,130.21
11/12/18,127.65
11/13/18,127.48
11/14/18,126.54
11/15/18,127.97
11/16/18,128.2
11/19/18,125.91
11/20/18,123.65
11/21/18,124.3
11/22/18,.
11/23/18,123.63
11/26/18,125.57
11/27/18,125.69
11/28/18,128.64
11/29/18,128.4
11/30/18,129.4
12/3/18,130.86
12/4/18,126.45
12/5/18,.
12/6/18,126.39
12/7/18,123.53
12/10/18,123.6
12/11/18,123.52
12/12/18,124.26
12/13/18,124
12/14/18,121.78
12/17/18,119.11
12/18/18,119.1
12/19/18,117.27
12/20/18,115.36
12/21/18,112.89
12/24/18,109.99
12/25/18,.
12/26/18,115.52
12/27/18,116.37
12/28/18,116.36
12/31/18,117.37
1/1/19,.
1/2/19,117.58
1/3/19,114.89
1/4/19,118.9
1/7/19,120.05
1/8/19,121.34
1/9/19,121.95
1/10/19,122.46
1/11/19,122.47
1/14/19,121.77
1/15/19,123.05
1/16/19,123.42
1/17/19,124.38
1/18/19,125.98
1/21/19,.
1/22/19,124.15
1/23/19,124.34
1/24/19,124.65
1/25/19,125.82
1/28/19,124.93
1/29/19,124.71
1/30/19,126.58
1/31/19,127.75
2/1/19,127.93
2/4/19,128.87
2/5/19,129.47
2/6/19,129.16
2/7/19,128.02
2/8/19,128.15
2/11/19,128.36
2/12/19,130.01
2/13/19,130.41
2/14/19,130.2
2/15/19,131.63
2/18/19,.
2/19/19,131.9
2/20/19,132.12
2/21/19,131.65
2/22/19,132.51
2/25/19,132.68
2/26/19,132.47
2/27/19,132.56
2/28/19,132.2
3/1/19,133.12
3/4/19,132.49
3/5/19,132.31
3/6/19,131.23
3/7/19,130.23
3/8/19,129.96
3/11/19,131.92
3/12/19,132.27
3/13/19,133.15
3/14/19,133.06
3/15/19,133.66
3/18/19,134.25
3/19/19,134.15
3/20/19,133.7
3/21/19,135.21
3/22/19,132.38
3/25/19,132.3
3/26/19,133.31
3/27/19,132.66
3/28/19,133.22
3/29/19,134.07
4/1/19,135.63
4/2/19,135.62
4/3/19,135.97
4/4/19,136.2
4/5/19,136.94
4/8/19,137.05
4/9/19,136.17
4/10/19,136.86
4/11/19,136.89
4/12/19,137.79
4/15/19,137.66
4/16/19,137.74
4/17/19,137.27
4/18/19,137.45
4/19/19,.
4/22/19,137.58
4/23/19,138.92
4/24/19,138.68
4/25/19,138.5
4/26/19,139.25
4/29/19,139.47
4/30/19,139.45
5/1/19,138.4
5/2/19,138.17
5/3/19,139.71
5/6/19,139.19
5/7/19,136.87
5/8/19,136.61
5/9/19,136.26
5/10/19,136.8
5/13/19,133.31
5/14/19,134.51
5/15/19,135.32
5/16/19,136.54
5/17/19,135.6
5/20/19,134.67
5/21/19,135.91
5/22/19,135.41
5/23/19,133.61
5/24/19,133.92
5/27/19,.
5/28/19,132.87
5/29/19,131.92
5/30/19,132.11
5/31/19,130.39
6/3/19,129.97
6/4/19,132.86
6/5/19,133.78
6/6/19,134.49
6/7/19,135.86
6/10/19,136.57
6/11/19,136.46
6/12/19,136.23
6/13/19,136.92
6/14/19,136.57
6/17/19,136.81
6/18/19,138.16
6/19/19,138.62
6/20/19,139.85
6/21/19,139.53
6/24/19,139.04
6/25/19,137.71
6/26/19,137.55
6/27/19,138.4
6/28/19,139.34
7/1/19,140.33
7/2/19,140.63
7/3/19,141.78
7/4/19,.
7/5/19,141.65
7/8/19,140.89
7/9/19,141.18
7/10/19,141.79
7/11/19,141.99
7/12/19,142.72
7/15/19,142.69
7/16/19,142.26
7/17/19,141.37
7/18/19,141.83
7/19/19,141
7/22/19,141.37
7/23/19,142.3
7/24/19,143.22
7/25/19,142.34
7/26/19,143.5
